model_name,model_type,decode_type,device_type,length_bucket,batch_size,batch_index,n_utts,total_audio_duration_s,elapsed_s,latency_ms_per_utt,rtf,wer,cer,t_preproc_s_batch,t_encoder_s_batch,t_decoder_s_batch,wallclock_s_config,total_utts_config,total_audio_duration_config_s,energy_joules_total_config,energy_j_per_utt,energy_j_per_audio_sec,max_gpu_mem_bytes,gflops_per_example,total_t_preproc_s_config,total_t_encoder_s_config,total_t_decoder_s_config,t_preproc_ms_per_utt_config,t_encoder_ms_per_utt_config,t_decoder_ms_per_utt_config
openai/whisper-tiny,whisper,generate,cuda,5s,1,1,1,4.82,0.6477661739997984,647.7661739997984,0.13439132240659718,0.05555555555555555,0.010101010101010102,0.014056236999977045,0.009997004000069865,0.6232452109998121,0.9034295660001135,2,11.59,135.51443490001702,67.75721745000851,11.692358490079123,101207552,76.48768512000001,0.02849615700006325,0.01754654199999095,0.7929476009999235,14.248078500031625,8.773270999995475,396.4738004999617
openai/whisper-tiny,whisper,generate,cuda,5s,1,2,1,6.77,0.19207122100010565,192.07122100010565,0.028370933678006745,0.28,0.2125984251968504,0.014439920000086204,0.007549537999921085,0.16970239000011134,0.9034295660001135,2,11.59,135.51443490001702,67.75721745000851,11.692358490079123,101207552,76.48768512000001,0.02849615700006325,0.01754654199999095,0.7929476009999235,14.248078500031625,8.773270999995475,396.4738004999617
openai/whisper-tiny,whisper,generate,cuda,5s,4,1,4,19.28,0.35215015299991137,88.03753824997784,0.018265049429455983,0.22857142857142856,0.0927536231884058,0.08575499700009459,0.0389092879997861,0.22687572199993156,0.7082302060000529,8,39.18,106.23453090000794,13.279316362500992,2.7114479555897892,144184320,76.48768512000001,0.16559424600018247,0.05975969799965242,0.38879637299987735,20.699280750022808,7.469962249956552,48.59954662498467
openai/whisper-tiny,whisper,generate,cuda,5s,4,2,4,19.9,0.26322468900002605,65.80617225000651,0.013227371306533973,0.2545454545454545,0.09003215434083602,0.07983924900008788,0.020850409999866315,0.1619206509999458,0.7082302060000529,8,39.18,106.23453090000794,13.279316362500992,2.7114479555897892,144184320,76.48768512000001,0.16559424600018247,0.05975969799965242,0.38879637299987735,20.699280750022808,7.469962249956552,48.59954662498467
openai/whisper-tiny,whisper,generate,cuda,5s,8,1,8,39.18,0.4161050319999049,52.01312899998811,0.010620342827971028,0.24,0.09146341463414634,0.1511228619999656,0.05086328200013668,0.21319230099993547,0.9374451319999935,16,79.16,140.61676979999902,8.788548112499939,1.7763614173825042,203495424,76.48768512000001,0.31756671199991615,0.08238470100013728,0.3589757949998784,19.84791949999476,5.14904381250858,22.4359871874924
openai/whisper-tiny,whisper,generate,cuda,5s,8,2,8,39.980000000000004,0.3484635510001226,43.557943875015326,0.008715946748377253,0.24107142857142858,0.08241758241758242,0.16644384999995054,0.031521419000000606,0.14578349399994295,0.9374451319999935,16,79.16,140.61676979999902,8.788548112499939,1.7763614173825042,203495424,76.48768512000001,0.31756671199991615,0.08238470100013728,0.3589757949998784,19.84791949999476,5.14904381250858,22.4359871874924
openai/whisper-tiny,whisper,generate,cuda,5s,16,1,16,79.16,0.6837422660000811,42.73389162500507,0.008637471778677125,0.24050632911392406,0.08735440931780367,0.42424766899989663,0.06691262499998629,0.1863422650001212,4.527332462999993,32,161.39,679.099869449999,21.22187092031247,4.207818758597181,321132032,76.48768512000001,0.8063429880000967,0.11611076500003037,3.236390723000113,25.198218375003023,3.628461406250949,101.13721009375354
openai/whisper-tiny,whisper,generate,cuda,5s,16,2,16,82.23,3.4856148009998833,217.8509250624927,0.04238860271190421,0.7489711934156379,0.7329498767460969,0.3820953190002001,0.04919814000004408,3.050048457999992,4.527332462999993,32,161.39,679.099869449999,21.22187092031247,4.207818758597181,321132032,76.48768512000001,0.8063429880000967,0.11611076500003037,3.236390723000113,25.198218375003023,3.628461406250949,101.13721009375354
openai/whisper-tiny,whisper,generate,cuda,5s,32,1,32,161.39,3.9733458779999182,124.16705868749744,0.024619529574322563,0.5020833333333333,0.4146341463414634,1.0406008499999189,0.17562478099989676,2.7468073229999845,5.949417094000182,64,342.05999999999995,892.4125641000273,13.943946314062927,2.60893575425372,547545600,76.48768512000001,1.787554235000016,0.27177912399997695,2.9933771200001047,27.93053492187525,4.24654881249964,46.771517500001636
openai/whisper-tiny,whisper,generate,cuda,5s,32,2,32,180.67,1.0922722930001783,34.13350915625557,0.006045676055793316,0.13688212927756654,0.053551912568306013,0.7469533850000971,0.09615434300008019,0.24656979700012016,5.949417094000182,64,342.05999999999995,892.4125641000273,13.943946314062927,2.60893575425372,547545600,76.48768512000001,1.787554235000016,0.27177912399997695,2.9933771200001047,27.93053492187525,4.24654881249964,46.771517500001636
openai/whisper-tiny,whisper,generate,cuda,15s,1,1,1,11.42,0.20997396399980062,209.97396399980062,0.01838651173378289,0.14285714285714285,0.026845637583892617,0.011861072999863609,0.004201374000103897,0.19350354299990613,0.5604746569999861,2,22.4799375,84.07119854999792,42.03559927499896,3.7398323972207628,101207552,183.15265536,0.025020499999754975,0.008321298000282695,0.4793695339999431,12.510249999877487,4.160649000141348,239.68476699997154
openai/whisper-tiny,whisper,generate,cuda,15s,1,2,1,11.0599375,0.3035026719999223,303.5026719999223,0.027441626320214043,0.0,0.0,0.013159426999891366,0.0041199240001787985,0.28586599100003696,0.5604746569999861,2,22.4799375,84.07119854999792,42.03559927499896,3.7398323972207628,101207552,183.15265536,0.025020499999754975,0.008321298000282695,0.4793695339999431,12.510249999877487,4.160649000141348,239.68476699997154
